,image_number,xmin,ymin,xmax,ymax,x_values_odo,y_values_odo,z_values_odo,x_center,y_center,width,height
2366,1232,593,187,958,586,-3.618,-0.779,0.169769,775,386,365,399
2367,1233,629,191,922,597,-3.599,-0.773,0.169769,775,394,293,406
2368,1234,591,190,884,589,-3.58,-0.766,0.169015,737,389,293,399
2369,1234,1019,82,1280,717,-3.58,-0.766,0.169015,1149,399,261,635
2370,1235,569,192,843,585,-3.562,-0.76,0.169769,706,388,274,393
2371,1235,992,84,1280,704,-3.562,-0.76,0.169769,1136,394,288,620
2372,1236,559,184,825,594,-3.543,-0.753,0.169015,692,389,266,410
2373,1236,975,87,1280,683,-3.543,-0.753,0.169015,1127,385,305,596
2374,1237,543,188,813,587,-3.524,-0.746,0.169769,678,387,270,399
2375,1237,949,92,1280,685,-3.524,-0.746,0.169769,1114,388,331,593
2376,1238,949,87,1280,682,-3.505,-0.74,0.169015,1114,384,331,595
2377,1238,529,181,813,584,-3.505,-0.74,0.169015,671,382,284,403
2378,1239,924,108,1280,676,-3.486,-0.733,0.169015,1102,392,356,568
2379,1239,514,185,788,584,-3.486,-0.733,0.169015,651,384,274,399
2380,1240,921,91,1280,683,-3.468,-0.726,0.169769,1100,387,359,592
2381,1240,502,189,795,596,-3.468,-0.726,0.169769,648,392,293,407
2382,1241,908,85,1280,690,-3.449,-0.72,0.168261,1094,387,372,605
2383,1241,493,191,783,592,-3.449,-0.72,0.168261,638,391,290,401
2384,1242,915,90,1280,691,-3.43,-0.713,0.169015,1097,390,365,601
2385,1242,498,191,777,595,-3.43,-0.713,0.169015,637,393,279,404
2386,1243,921,71,1280,692,-3.411,-0.706,0.168261,1100,381,359,621
2387,1243,500,180,791,588,-3.411,-0.706,0.168261,645,384,291,408
2388,1244,921,79,1280,692,-3.392,-0.7,0.169769,1100,385,359,613
2389,1244,496,171,782,591,-3.392,-0.7,0.169769,639,381,286,420
2390,1245,922,77,1280,691,-3.374,-0.693,0.169015,1101,384,358,614
2391,1245,495,154,783,589,-3.374,-0.693,0.169015,639,371,288,435
2392,1246,945,55,1280,688,-3.355,-0.686,0.169769,1112,371,335,633
2393,1246,501,152,788,592,-3.355,-0.686,0.169769,644,372,287,440
2394,1247,916,41,1280,688,-3.336,-0.68,0.169769,1098,364,364,647
2395,1247,499,155,788,586,-3.336,-0.68,0.169769,643,370,289,431
2396,1248,936,41,1280,692,-3.317,-0.673,0.169769,1108,366,344,651
2397,1248,494,139,789,580,-3.317,-0.673,0.169769,641,359,295,441
2398,1249,941,34,1280,691,-3.298,-0.666,0.169769,1110,362,339,657
2399,1249,495,134,784,581,-3.298,-0.666,0.169769,639,357,289,447
2400,1250,937,21,1280,698,-3.28,-0.66,0.169015,1108,359,343,677
2401,1250,465,127,774,583,-3.28,-0.66,0.169015,619,355,309,456
2402,1251,947,17,1280,684,-3.261,-0.653,0.169769,1113,350,333,667
2403,1251,488,134,790,591,-3.261,-0.653,0.169769,639,362,302,457
2404,1252,943,8,1280,694,-3.242,-0.647,0.169015,1111,351,337,686
2405,1252,491,135,789,588,-3.242,-0.647,0.169015,640,361,298,453
2406,1253,908,4,1280,696,-3.224,-0.64,0.169769,1094,350,372,692
2407,1253,473,124,786,598,-3.224,-0.64,0.169769,629,361,313,474
2408,1254,957,4,1280,712,-3.205,-0.633,0.169015,1118,358,323,708
2409,1254,478,126,783,594,-3.205,-0.633,0.169015,630,360,305,468
2410,1255,931,5,1276,720,-3.186,-0.627,0.169769,1103,362,345,715
2411,1255,467,131,780,598,-3.186,-0.627,0.169769,623,364,313,467
2412,1256,948,5,1280,707,-3.167,-0.62,0.169015,1114,356,332,702
2413,1256,455,127,797,592,-3.167,-0.62,0.169015,626,359,342,465
2414,1257,455,124,787,597,-3.149,-0.613,0.168261,621,360,332,473
2415,1257,940,1,1279,720,-3.149,-0.613,0.168261,1109,360,339,719
2416,1258,437,119,777,585,-3.13,-0.607,0.169015,607,352,340,466
2417,1259,415,119,748,590,-3.111,-0.6,0.168261,581,354,333,471
2418,1260,358,110,698,591,-3.092,-0.593,0.169769,528,350,340,481
2419,1261,320,77,674,575,-3.073,-0.587,0.169015,497,326,354,498
2420,1261,821,4,1280,720,-3.073,-0.587,0.169015,1050,362,459,716
2421,1262,322,91,656,581,-3.054,-0.58,0.169769,489,336,334,490
2422,1262,811,1,1280,698,-3.054,-0.58,0.169769,1045,349,469,697
2423,1263,326,108,646,590,-3.036,-0.573,0.169769,486,349,320,482
2424,1264,789,1,1255,704,-3.017,-0.567,0.169769,1022,352,466,703
2425,1265,291,90,631,579,-2.998,-0.56,0.170523,461,334,340,489
2426,1265,798,5,1269,681,-2.998,-0.56,0.170523,1033,343,471,676
2427,1266,293,98,609,571,-2.979,-0.554,0.169015,451,334,316,473
2428,1266,786,1,1280,687,-2.979,-0.554,0.169015,1033,344,494,686
2429,1267,321,99,658,589,-2.96,-0.547,0.169015,489,344,337,490
2430,1267,829,4,1276,700,-2.96,-0.547,0.169015,1052,352,447,696
2431,1268,339,98,698,580,-2.942,-0.54,0.169015,518,339,359,482
2432,1268,848,1,1280,703,-2.942,-0.54,0.169015,1064,352,432,702
2433,1269,361,101,722,585,-2.923,-0.534,0.169769,541,343,361,484
2434,1269,895,1,1280,703,-2.923,-0.534,0.169769,1087,352,385,702
2435,1270,397,107,730,588,-2.904,-0.527,0.169015,563,347,333,481
2436,1271,373,105,721,600,-2.885,-0.52,0.170523,547,352,348,495
2437,1272,379,104,721,600,-2.867,-0.514,0.169015,550,352,342,496
2438,1273,364,98,729,598,-2.848,-0.507,0.169015,546,348,365,500
2439,1274,366,95,718,609,-2.829,-0.5,0.169769,542,352,352,514
2440,1275,373,93,719,625,-2.81,-0.494,0.168261,546,359,346,532
2441,1276,358,92,715,625,-2.791,-0.487,0.169769,536,358,357,533
2442,1277,355,84,714,612,-2.773,-0.48,0.169015,534,348,359,528
2443,1278,356,82,722,619,-2.754,-0.474,0.169769,539,350,366,537
2444,1279,358,81,722,622,-2.735,-0.467,0.169769,540,351,364,541
2445,1280,344,80,721,614,-2.716,-0.46,0.169769,532,347,377,534
2446,1281,349,75,723,619,-2.698,-0.454,0.170523,536,347,374,544
2447,1282,390,81,752,627,-2.681,-0.448,0.173537,571,354,362,546
2448,1283,425,84,793,634,-2.668,-0.443,0.181818,609,359,368,550
2449,1284,464,85,836,634,-2.658,-0.439,0.190837,650,359,372,549
2450,1285,479,69,860,639,-2.65,-0.436,0.19984,669,354,381,570
2451,1286,482,86,861,654,-2.645,-0.434,0.209575,671,370,379,568
2452,1287,475,79,857,641,-2.643,-0.433,0.217795,666,360,382,562
2453,1288,495,79,858,630,-2.642,-0.433,0.223019,676,354,363,551
2454,1289,501,76,877,645,-2.641,-0.432,0.227491,689,360,376,569
2455,1290,509,91,874,641,-2.636,-0.429,0.230469,691,366,365,550
2456,1291,501,87,882,652,-2.628,-0.426,0.229725,691,369,381,565
2457,1292,497,74,870,648,-2.617,-0.42,0.230469,683,361,373,574
2458,1293,493,78,874,648,-2.604,-0.414,0.229725,683,363,381,570
2459,1294,465,72,872,651,-2.588,-0.406,0.229725,668,361,407,579
2460,1295,472,68,871,652,-2.57,-0.396,0.229725,671,360,399,584
2461,1296,458,70,866,653,-2.552,-0.388,0.22898,662,361,408,583
2462,1297,472,62,876,653,-2.535,-0.379,0.229725,674,357,404,591
2463,1298,450,73,871,654,-2.516,-0.37,0.229725,660,363,421,581
2464,1299,441,69,868,655,-2.499,-0.361,0.22898,654,362,427,586
2465,1300,453,71,870,652,-2.481,-0.352,0.229725,661,361,417,581
2466,1301,458,64,871,661,-2.463,-0.343,0.229725,664,362,413,597
2467,1302,419,63,870,659,-2.445,-0.334,0.230469,644,361,451,596
2468,1303,479,55,872,657,-2.427,-0.325,0.229725,675,356,393,602
2469,1304,458,57,876,661,-2.41,-0.316,0.22898,667,359,418,604
2470,1305,467,46,871,655,-2.392,-0.307,0.230469,669,350,404,609
2471,1306,467,41,880,649,-2.374,-0.299,0.22898,673,345,413,608
2472,1307,468,43,872,652,-2.356,-0.289,0.230469,670,347,404,609
2473,1308,468,40,880,674,-2.338,-0.281,0.229725,674,357,412,634
2474,1309,472,41,874,655,-2.321,-0.272,0.230469,673,348,402,614
2475,1310,468,44,874,653,-2.303,-0.263,0.230469,671,348,406,609
2476,1311,479,41,876,641,-2.285,-0.254,0.229725,677,341,397,600
2477,1312,468,41,879,652,-2.267,-0.245,0.229725,673,346,411,611
2478,1313,472,40,881,655,-2.249,-0.236,0.229725,676,347,409,615
2479,1314,472,41,870,658,-2.232,-0.227,0.229725,671,349,398,617
2480,1315,467,38,877,660,-2.214,-0.218,0.229725,672,349,410,622
2481,1316,472,41,873,651,-2.196,-0.209,0.230469,672,346,401,610
2482,1317,466,39,874,655,-2.178,-0.2,0.229725,670,347,408,616
2483,1318,472,42,872,664,-2.16,-0.191,0.230469,672,353,400,622
2484,1319,464,41,874,655,-2.142,-0.182,0.229725,669,348,410,614
2485,1320,470,43,877,654,-2.125,-0.174,0.229725,673,348,407,611
2486,1321,472,39,871,648,-2.107,-0.165,0.230469,671,343,399,609
2487,1322,468,44,873,652,-2.089,-0.156,0.229725,670,348,405,608
2488,1323,479,40,877,655,-2.071,-0.147,0.230469,678,347,398,615
2489,1324,464,29,884,668,-2.053,-0.138,0.229725,674,348,420,639
2490,1325,462,42,878,662,-2.036,-0.129,0.230469,670,352,416,620
2491,1326,457,34,879,661,-2.018,-0.12,0.229725,668,347,422,627
2492,1327,460,35,885,669,-2,-0.111,0.229725,672,352,425,634
2493,1328,478,35,881,665,-1.982,-0.102,0.229725,679,350,403,630
2494,1329,449,33,875,660,-1.964,-0.093,0.229725,662,346,426,627
2495,1330,448,36,886,658,-1.946,-0.084,0.229725,667,347,438,622
2496,1331,443,37,881,653,-1.929,-0.076,0.22898,662,345,438,616
2497,1332,480,38,880,650,-1.913,-0.068,0.226001,680,344,400,612
2498,1333,468,33,880,651,-1.901,-0.062,0.218542,674,342,412,618
2499,1334,469,34,885,650,-1.891,-0.057,0.208827,677,342,416,616
2500,1335,472,31,876,661,-1.883,-0.054,0.19984,674,346,404,630
2501,1336,475,34,877,651,-1.879,-0.052,0.190837,676,342,402,617
2502,1337,473,46,878,645,-1.876,-0.051,0.18257,675,345,405,599
2503,1338,470,42,874,659,-1.872,-0.05,0.179561,672,350,404,617
2504,1339,464,56,875,659,-1.865,-0.047,0.178055,669,357,411,603
2505,1340,471,39,876,652,-1.854,-0.043,0.179561,673,345,405,613
2506,1341,474,28,878,664,-1.842,-0.038,0.178055,676,346,404,636
2507,1342,473,29,880,663,-1.826,-0.032,0.178808,676,346,407,634
2508,1343,466,32,877,667,-1.826,-0.032,0.178808,671,349,411,635
